Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,clean_tweet
378,3,0,3,0,1,"""@ortiz_jaylene: All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)",  bruno bitch ass twitter wtf bruno see drake voice
379,3,0,3,0,1,"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga",   m cool faggot chill tf cool nigga
380,3,0,3,0,1,"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf",   m sure bitch frfr tf
381,3,0,3,0,1,"""@poppunksucks: Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet.",  twitter source news broadcast fucking retard nbc abc cnn fox etc keep quiet
382,3,0,3,0,1,"""@queendulaaa: Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD",  get couple bitch say know i8217ma let money talk 128526128076 m like wwyd
383,3,0,3,0,1,"""@realFORTES: Grudges are for weirdos""and bitches",  grudge weirdosand bitch
384,3,1,0,2,2,"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""

You also called me trash rn","  tell mariam cigarette birthday 

 call trash rn"
385,3,0,0,3,2,"""@riananewman: @22EdHam brownies tonight"" what kind?!?!",   brownie tonight kind
386,3,0,3,0,1,"""@roLLYuP23: No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol",  text not fuck ill text bitch damn hurt lol
387,6,1,5,0,1,"""@ronald_iongi: Ummmmmm okay http://t.co/4BVLsci5K5"" you got hoes from left to right &#128514;&#128514; do yah thang!",  ummmmmm okay   get hoe leave right 128514128514 yah thang
388,3,0,3,0,1,"""@royalswagg_: using y=mx+b to find the slope of that ass""",  ymxb find slope ass
389,3,0,0,3,2,"""@rugbysocklad: Fit lads! Nice gear! http://t.co/ThnXX1lC1M"" these scally lads n trainers would get it",  fit lad nice gear   scally lad n trainer
390,3,0,3,0,1,"""@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear",  hell yeah bro   fuck yeah sexy scally lad hot gear
391,3,0,3,0,1,"""@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah",  help mate   love scally play fuck yeah
392,3,0,2,1,1,"""@rugbysocklad: Lads being Lads! http://t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too.",  lad lad   fuck yeah love scally lad action hot trainer
393,3,0,3,0,1,"""@savage_twotone: Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;""",  year bitch go to like get to promise expose 128514128514128557
394,3,0,3,0,1,"""@scallynikelad: &#8220;@sleazytwinks: So hot!! RT @opcinjen: Lick it, bitch http://t.co/JLoUkqDcOM&#8221;"" fuck yeah. Eat that trainer u dirty fucker",  8220 hot rt   lick bitch   fuck yeah eat trainer u dirty fucker
395,3,0,3,0,1,"""@sierrabernia: &#8220;@T2G_CincoKilby: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is""",  8220 you think celebrity pussy different local 1285148221 yeah meghan good
396,6,0,2,4,2,"""@sleepy_yongguk: ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo",  see ajumma walk beginning say wow trash listen 128514 lmaoo
397,3,0,3,0,1,"""@sniffsockslad: Need these sox http://t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks",  need sox   fuck yeah love kinky scally lad w rank sox sneak
398,3,1,2,0,1,"""@snoleezey801: I don't ever expose females like that.. That's childish.."" bitch nigga shiiii.....",  not expose female like s childish bitch nigga shiiii
399,3,0,3,0,1,"""@socass_: ""@00sexilexi00: @socass_ yasss""

*trys new things with bestfriend*""

*bitch who do you love*","    yasss 

 try new thing bestfriend 

 bitch love"
400,3,1,0,2,2,"""@socass_: Dude remember this wop video? @00sexilexi00 http://t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT",  dude remember wop video    omg find
401,3,0,2,1,1,"""@soxandjox: Thick raw fuck http://t.co/g8RvUHCeBN"" Damn his man pussy is getting a workout.",  thick raw fuck   damn man pussy get workout
402,3,0,0,3,2,"""@soxdawg: RAWR!! RT @skinrubberboi: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof",  rawr rt   sexy french scally love frenchscally   sexy scally woof woof
403,3,0,3,0,1,"""@splurgb_: Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;",  nothin life free bitch need write ya panties128557128514
404,3,0,3,0,1,"""@stephencdo: @currieburry if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha",   bitch want burrito u catch potosino huh haha
405,3,1,2,0,1,"""@talibanshawtyy: Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;",  niggas hoe cuz not say better128588
406,3,0,3,0,1,"""@theaveragerocks: Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches""","  hardcore way eat mac cheese 
 1 boil water 
 2 snort cheese powder 
 3 drink boiling water 
 4 fuck bitch"
407,3,0,3,0,1,"""@thebravebird: #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there",  yourenotmytype fade perpetually fresher s real ass bitch rite
408,3,0,3,0,1,"""@thejudyann: annoying bitch that I love http://t.co/8oxlQvQBrC"" JUDYANN'S SO PRETTY!!!!!",  annoying bitch love   judyann pretty
409,3,0,3,0,1,"""@thotmouths: http://t.co/aQKGOrAUxx""

Lmao bitch got on some huggies"," 

 lmao bitch get huggie"
411,3,0,3,0,1,"""@trestiffer: Hi bitch 
No bitch
Bye bitch"" http://t.co/RbcRXMRtQP","  hi bitch 
 bitch 
 bye bitch"
412,3,0,3,0,1,"""@trutherbot: does he look like a bitch?"" @el_capacitor",  look like bitch
413,3,0,3,0,1,"""@whoiscoreyking: Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;""&#58399;&#58399;&#58399;&#58399;",  chase money 128176 128581 hoe 128111 12817512817558399583995839958399
414,3,0,3,0,1,"""@whooligan__: can't stand a ""I don't know what I want"" ass nigga &#128564;"" bitch*",  stand not know want ass nigga 128564 bitch
415,3,0,3,0,1,"""@wiganzlad: ""@MarkyCrumb: ""@gmail_shorts: I'm on my way http://t.co/MqcZuXlbtT"" love a #chav""hot"" sexy scally fucker.",    m way   love chavhot sexy scally fucker
416,3,1,2,0,1,"""@witmyRUDEass: These newly gay bitches don't kno how shit works""",  newly gay bitch not kno shit work
417,3,0,3,0,1,"""@witmyRUDEass: When a bitch don't want a real job they just become strippers lol"" lol.",  bitch not want real job stripper lol lol
418,3,0,3,0,1,"""@wodaeeex3: Awww Meat Meat In His Feelins""i ainn n my feelings bitch",  awww meat meat feelinsi ainn n feeling bitch
419,3,0,2,1,1,"""@wodaeeex3: I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea &#128064;&#128064;&#128056;&#9749;",  want snake bite   industrial piercin amp tattoodem hoe accessory dea 1280641280641280569749
420,3,0,0,3,2,"""@worldtraveIs: Baby albino &#128034; http://t.co/2tYTQJ3fec"" @Meeeesh1395",  baby albino 128034  
421,3,0,3,0,1,"""@worldwarzee_: these hoes ain't loyal.""",  hoe be not loyal
422,3,1,2,0,1,"""@xoxoclauudia: YASSSSSS, ORDERED CHINESE &#128079;"" bitch you just ate tacos you fat fuck",  yassssss order chinese 128079 bitch eat tacos fat fuck
423,3,0,3,0,1,"""@z0mbiedance: I made that bitch lunch. @elizabethbatman"" Bitches love lunch.",  bitch lunch   bitch love lunch
424,6,2,4,0,1,"""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change!
POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;","brainer 
 soon bitch get rich political power view change 
 political whore"
425,3,0,3,0,1,"""A pussy a day keeps the devil away"" -@DoperThanYola",pussy day keep devil away
426,3,0,3,0,1,"""Ain't that about a bitch""... What does that mean?",be not bitch mean
427,3,0,3,0,1,"""All these bitches want a baby, I don't want no children.""",bitch want baby not want child
428,3,0,2,1,1,"""And bitch you must be lost"" &#128514;&#128514;",bitch lose 128514128514
429,3,0,3,0,1,"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do",baby like left bitch cuz street twitter say be not real
430,6,0,1,5,2,"""Bae"" sounds like such a ghetto word. Use something else",bae sound like ghetto word use
431,3,1,2,0,1,"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself.",batter wee cunt jewis y cos fuck ex emma not batter girl ve nailedive move onstop pussy n urself
432,3,0,3,0,1,"""Bleed out hoe!!!"" -Alexa",bleed hoe alexa
433,3,0,3,0,1,"""Boolin' in the bando wit a few bitches""",boolin bando wit bitch
434,3,0,0,3,2,"""Brownies for my brownie"" I love this movie. &#128517;",brownie brownie love movie 128517
435,3,0,3,0,1,"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday",need bad bitch s hot realist shit partynextdoor say s feelin everyday
436,3,1,2,0,1,"""By the way we do punch bitches.""",way punch bitch
437,3,0,3,0,1,"""Caesar is home"" RT @Naewoodster: &#8220;@MjaySkillz: https://t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;""",caesar home rt   8220   bitch look like let start ape shit8221128557128557
438,3,0,1,2,2,"""Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" https://t.co/38GZ1jerPS",chinese maverick communicate comrade   u know give imperialist yank birdie
439,3,0,3,0,1,"""Dad say hi to my snapchat"" 
Dad ""&#9996;&#65039;&#9996;&#65039; duces bitch"" &#128514;&#128514;&#128553;&#128553;","dad hi snapchat 
 dad 999665039999665039 duce bitch 128514128514128553128553"
440,6,0,5,1,1,"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes""",believe hoe fact loyal disagree believe fact loyal bunchthese hoe
441,3,0,3,0,1,"""Don't know no ugly bitches! Don't know no broke niggas!""--@Kevin_Gates",not know ugly bitch not know broke niggas
442,3,0,3,0,1,"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd",not fall live nigga like meee bird 1amp2 favorite song weeknd
443,3,2,1,0,0,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch.""",not worry nigga worry nigga not dat da nigga fuckin yo bitch
444,3,0,3,0,1,"""Don't you ever give my pussy away. You keep it tight, alright?""",not pussy away tight alright
445,3,0,3,0,1,"""Dropped a stack cause bitch I'm ON"".
-@1PoloBoy 
Song called ""Dope"".
Download the mixtape here: http://t.co/LaCZ1e6TG7","drop stack cause bitch m 
 
 song call dope 
 download mixtape"
446,3,0,3,0,1,"""Dumb bitches do dumb things""",dumb bitch dumb thing
447,3,1,2,0,1,"""Eat the pussy like a real nigga hungry""",eat pussy like real nigga hungry
448,3,1,2,0,1,"""Eff it. Let's go after the cripple."" http://t.co/kSaMx1JPfV",eff let cripple
449,3,0,2,1,1,"""Everything look better with a bitch next to it""",look well bitch
450,3,0,3,0,1,"""Facto @ShaunaSayomi: Who cares if you a hoe when your ass looks like this? http://t.co/CJdT987aqf""",facto   care hoe ass look like
451,3,0,3,0,1,"""For every bad bitch there is a nigga tired of fucking her""",bad bitch nigga tired fuck
452,3,0,3,0,1,"""Foreign chick, no lie.. Man that bitch Beautiful""",foreign chick lie man bitch beautiful
453,3,1,2,0,1,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A",fresh nigga kno need clean bitch kno m work cuz wanna team rich
454,3,0,3,0,1,"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku""",fuck 50 rule suck dragon ball bitch goku
455,3,0,0,3,2,"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T",generate ascii box nodejs ability bring flappybird node ascii tube bird  
456,3,0,3,0,1,"""Get me that shit bitch you is fine bear""",shit bitch fine bear
457,3,1,2,0,1,"""Get your ass back to Detroit ya fuckin' wigger!""",ass detroit ya fuckin wigger
458,3,0,3,0,1,"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe""",girl date okay be not mad yo stab heart love hoe
460,3,0,3,0,1,"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please",know twitter password bitch
461,3,0,3,0,1,"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?""",see show see hoe not hot thick
462,3,0,3,0,1,"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",bitch hit hoe 128514128514128514128514128514128514128514128514128514
463,3,1,2,0,1,"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus",marry white woman lucky sumbitch   uncle ruckus
464,3,0,2,1,1,"""He wanna be my nigga, but I'm just trinna be his savings account &#128553;"" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;",wanna nigga m trinna saving account 128553 128514128557128514128557 omg imma funny ass bitch man s real shit 128175
465,3,0,3,0,1,"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone",great grandma hoeher grandma hoeher mom hoe s hoe long line hoe grandpa carl
466,3,3,0,0,0,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays",hey look video man find kidnap girl ohiowhat nigger   shitmybosssay
467,3,0,3,0,1,"""Hey pussy you still there?""",hey pussy
468,6,0,2,4,2,"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx",draft gungho folk send afghanistan war zone
469,3,0,3,0,1,"""How hotter than is it?"" ""A bitch.""",hot bitch
470,3,0,3,0,1,"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em""",u talk hoe bout bro n em talk hoe bout bro n em
471,3,0,3,0,1,"""How you doing, crazy bitch?"" is hilarious!",crazy bitch hilarious
473,3,1,2,0,1,"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!""

Like, negro... one of the first things they LOOK at is shoes, dog","know shoe dirty fuck bitch not 

 like negro thing look shoe dog"
474,3,0,0,3,2,"""I am a thrill billy..with a hillbilly heart."" -@billyraycyrus. HAHAHAHAHA Jesus Murphy!",thrill billywith hillbilly heart   hahahahaha jesus murphy
475,3,0,3,0,1,"""I call him my bitch"" @MaKennaM_",bitch
476,3,0,3,0,1,"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa",handle liquor bitch handle meeedd   chief sosa
477,3,0,3,0,1,"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista",not chase dude chase bitch   edgar bautista
478,3,0,2,1,1,"""I don't love these hoes, baby It's me and you forever""",not love hoe baby forever
479,3,0,3,0,1,"""I dont even need a picture of tamar, that bitch is beat in every picture""&#128514;&#128557;&#128514;&#128514;&#128514;",not need picture tamar bitch beat picture128514128557128514128514128514
480,3,0,3,0,1,"""I dont have hoes"" &#128564;",not hoe 128564
481,3,0,1,2,2,"""I found a new way to chug you have to open your mouth alot"" #shitallysays",find new way chug open mouth alot shitallysay
482,3,0,3,0,1,"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her""",fucking hate bitch wanna smack face tongue kiss
483,3,0,3,0,1,"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi""",get bitch set like jada picketqueen latifah ride round niece bitch titi
484,3,0,3,0,1,"""I got a sister, she told me stop calling women bitches..""",get sister tell stop call woman bitch
485,3,0,3,0,1,"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!",guess night bitch die stewie nigga
486,3,0,3,0,1,"""I had a bitch that had a bitch, had the bitch eating halibut.."" - @iamyoungroc #FreshRhymes #JerkSquad #SlowStir",bitch bitch bitch eat halibut    freshrhyme jerksquad slowstir
487,3,0,3,0,1,"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably","ladylove 
 s married wanna bang 
 sex 
 bitch troubadour probably"
488,3,0,3,0,1,"""I heard you was looking for Candy Man, bitch""",hear look candy man bitch
489,3,0,3,0,1,"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams @LetMicahDown",hope not mad lady bitch bitch bc not know name individually katt williams
490,3,0,3,0,1,"""I just got a number 3 I'm a bitch boy""",get number 3 m bitch boy
491,3,0,3,0,1,"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;",know shit eatin grin fuck girl dream sell car know faggot d sell128514
492,3,0,3,0,1,"""I only be with older men cause they're more mature""

That supposed to fool us bitch?","old man cause mature 

 suppose fool bitch"
493,6,0,6,0,1,"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.""",prolly leave bitch cup hand yo hand hand
494,3,0,3,0,1,"""I said i don't like it, it tastes like wolf pussy"" 
""what? How do you even know what that tastes like""","say not like taste like wolf pussy 
 know taste like"
495,3,0,3,0,1,"""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""&#128514;
Name the movie &#128514;","teach eat pussy cut hair 
 teach eat pussy hair128514 
 movie 128514"
496,3,0,3,0,1,"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET.""","dress like cop 
 oh 
 yeahright 911mad pussy 
 
 yesill forget"
497,3,0,3,0,1,"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- @YG",go jail flock amp come home wit strike go jail bitch come home dike
498,3,0,3,0,1,"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger.",fuck u u stand u dizzy bitch unique amp separate phrase overhear relative saying young
499,3,0,3,0,1,"""I woke up like thi-"" bitch go back to bed",wake like thi bitch bed
500,3,0,3,0,1,"""I would rather you call me bitch than sir"" -my manager",bitch sir manager
501,3,0,3,0,1,"""I'll beat on that pussy so hard""",ill beat pussy hard
502,3,0,1,2,2,"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd",ill slit throatneck
503,3,1,2,0,1,"""I'm a funky ass honkey."" - @jtimberlake 's shout out to @macklemore tonight before ""Cabaret"" &#128514; #JT2020Tour",m funky ass honkey    s shout   tonight cabaret 128514 jt2020tour
504,3,1,2,0,1,"""I'm comparing KFC to the pussy"" @MaxOn_MaxOff5",m compare kfc pussy
505,3,0,3,0,1,"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot",m download new personality order new face bitch love goddamn axl rise yell sex robot
506,3,0,3,0,1,"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em""",m feelin like malcolm middle bitch surround miss em
507,3,0,3,0,1,"""I'm gonna piss on your dimple @SoNi99a_: Stop wasting prayers on trash teams lol""",m go to piss dimple   stop waste prayer trash team lol
508,3,0,3,0,1,"""I'm probably your main bitch chocolate dipped cinnamon apple""",m probably main bitch chocolate dip cinnamon apple
509,3,0,3,0,1,"""I'm sick of his shit man @JonnieSantana: Sit his bitch ass, I'm fed up bro RT ""@80sbaby4life: Geno threw yet another pick smh""""",m sick shit man   sit bitch ass m feed bro rt   geno throw pick smh
510,3,1,2,0,1,"""I'm sorry I fucked yo bitch... But she really dig a nigga"" @KingL",m sorry fuck yo bitch dig nigga
511,3,0,3,0,1,"""IBS"" irritable bitch syndrome.",ibs irritable bitch syndrome
513,3,0,3,0,1,"""If you love her then hide yo bitch so you'll keep shorty.""
@wizkhalifa","love hide yo bitch ll shorty 
"
514,3,0,3,0,1,"""If you talk back to me you ain't getting no pussy.""
Me: http://t.co/vgnwcFgvSJ","talk be not get pussy 
"
515,3,1,2,0,1,"""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around.","bad bitch hand high 
 girl room start wave hand"
516,3,1,2,0,1,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct",imma tie bitch basement donkeyfuck ass week straight hahahahahahahahaha 50centmovie beforeiselfdestruct
517,3,0,3,0,1,"""In My Mind""
Gotta be the dumb hoe anthem...","mind 
 get to dumb hoe anthem"
518,3,1,0,2,2,"""Is that an albino Mexican?""
""No dad, he's Asian.""","albino mexican 
 dad s asian"
519,3,0,3,0,1,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry",take true directioner accept larry know bitch fan like boy cry thankyoupaulforconfirminglarry
520,3,1,2,0,1,"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive &amp; blind bitch. We know ur husband cheated on u. Ramona is dumb!!!",allegation u bedroom u word naive amp blind bitch know ur husband cheat u ramona dumb
521,3,0,3,0,1,"""It's never too late to tag a bitch.""- @CyFyre",late tag bitch
522,3,0,2,1,1,"""It's the dykes"" -hunter dyke with a dyke http://t.co/LGtw3AWMeh",dyke hunter dyke dyke
523,3,1,2,0,1,"""Julia Roberts, you're a ho"" @LaurenGardner8 #NottingHill",julia roberts ho   nottinghill
524,3,0,0,3,2,"""Just follow the yellow brick twitter.""",follow yellow brick twitter
525,3,0,3,0,1,"""LMFAOOOOOOOOOOOOOOOOOO @bb_brooks: If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama.""",lmfaoooooooooooooooooo   pussy good mama don8217 t like guess get to go823082308230my mama
526,3,0,1,2,2,"""LOL, cripple!"" - Wendy Davis. RT @MailOnline: Scientists create remote-controlled chick to study shy penguins http://t.co/mT3B09Slod",lol cripple   wendy davis rt   scientist create remotecontrolled chick study shy penguin
527,3,0,2,1,1,"""Let's do nips ahoy and spank me maybe""",let nip ahoy spank maybe
528,3,2,1,0,0,"""Let's kill cracker babies!"". WTF did I just hear???????? WOW.",let kill cracker baby wtf hear wow
529,3,1,2,0,1,"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?""",like correct m wrong not pimpin involve smackin bitch money
530,3,0,3,0,1,"""Lmao @BlackBeauty515: &#128514;&#128514; RT @80sbaby4life: Pound cake look like pussy &#128514; http://t.co/UFYwCC9xCI""",lmao   128514128514 rt   pound cake look like pussy 128514
531,3,0,3,0,1,"""Lmao @SWILLA_LO: The d.rose adidas are lighter than my phone .... Shit is retarded""",lmao   drose adida light phone   shit retard
532,3,0,1,2,2,"""Mam, Ren&#233;e doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt: hoe leg ik die weer uit.",mam ren233e doet haar rol net ze ongesteld wat ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit
533,3,0,3,0,1,"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" &#128514;&#128514;&#128514;",maybe want friend maybe s stupid bitch know cum 128514128514128514
534,3,0,1,2,2,"""Mine plays DMX and kirk Franklin smh @_justcallmeBRIT: Well my neighbors are ghetto . They get up at like 5am and beat their kids.""",play dmx kirk franklin smh   neighbor ghetto   like 5 beat kid
535,3,2,1,0,0,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;",grandma porch monkey time come think refer break bottle nigger knife 128563
536,3,1,2,0,1,"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!""",momma tell tell mind yoooo damn motha fuckin business 22 knowin bitch
537,3,0,2,1,1,"""My nips are freeeeezing...and that's not okay because they're slicing through my bra....""
&#128514;","nip freeeeezingand s okay slice bra 
 128514"
538,3,0,3,0,1,"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it.",twitter hack   m pussy admit say want act like say
539,3,0,3,0,1,"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really""",nah girl be not gon able tight russ loss job like damn bitch
540,3,2,1,0,0,"""Nah its You @NoMeek_JustMilz: &#128514;&#128514;&#128514;&#128514; yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" http://t.co/5e2fkQ3Q2T",nah   128514128514128514128514 yo think some1 photoshoppe face faggot smmfhi hate you
541,3,0,3,0,1,"""New Flame"" the song of the yr lol that bitch SUPER run like",new flame song yr lol bitch super run like
542,3,0,3,0,1,"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches&#8230;.""",niggas yell fuck bitch money broke want bitches8230
543,3,0,3,0,1,"""Niggas be pressed for pussy, Eeeeeen nothin""",niggas press pussy eeeeeen nothin
544,3,0,3,0,1,"""No bitches "" - nan",bitch    nan
545,3,0,3,0,1,"""No boats and hoes please thanks"" - Mom",boat hoe thank   mom
546,3,0,0,3,2,"""OVO"" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;",ovo 8220 amp kendrick lamar trash8221
547,3,0,3,0,1,"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - @TallTrappin88 #RIPTALLT",pregnant ass sorry hoe be not get money water break    riptallt
548,3,0,1,2,2,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game.",couple red sox get past base m die laugh maybe yank need teach game
549,3,3,0,0,0,"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488",people time aryan race 2 stand mongerl turn world ghetto slum 1488
550,3,0,3,0,1,"""Pistol whip my Dickau, shoot yo bitch club up.""

Sometimes freestyles be freestyles. And I'm okay with that.","pistol whip dickau shoot yo bitch club 

 freestyle freestyle m okay"
551,3,0,3,0,1,"""RT it for me. Please and thanks @BmorePocahontas: Did a pierced pussy just come across my timeline &#128528;""",rt thank   pierced pussy come timeline 128528
552,3,0,3,0,1,"""Remy Machiavelli send shots to ya belly"" &#128553; my bitch &#9994;",remy machiavelli send shot ya belly 128553 bitch 9994
553,3,1,2,0,1,"""Roberto you are one nasty hoe""",roberto nasty hoe
554,3,0,3,0,1,"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch!",sorry jb fan65292really justin come comment justin timberlake video 10 million view son fucking bitch
555,3,0,2,1,1,"""Searching"" the incredible story of 1 white man's quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land",search incredible story 1 white man quest find ingredient necessary caribbean jerked chicken redneck land
556,3,0,3,0,1,"""Selling my soul for material wishes: fast cars and bitches"" #Tupac #smile #remix",sell soul material wish fast car bitch tupac smile remix
557,3,1,2,0,1,"""Shake that Bear ... aka two rednecks having sex on a dead bear""",shake bear   aka redneck have sex dead bear
558,3,0,3,0,1,"""Shall I compare thee to a summer&#8217;s day? No, a summer&#8217;s day is not a bitch.""",shall compare thee summer8217s day summer8217s day bitch
559,3,0,3,0,1,"""She gotta shape up her pussy lips tho @PostPrettyPussy: Whole wheat organic pussy http://t.co/kq0R0A7z2g""",get to shape pussy lip tho   wheat organic pussy
560,3,0,3,0,1,"""She said wigga man you rich...take the du-rag off"" http://t.co/jb7J3zSbam",say wigga man richtake durag
561,3,0,3,0,1,"""She was a bitch anyway""",bitch
